time,tsi,dni,ghi,temp,atm,rh,power,cap
2019-01-01 06:45:00,0.0,1.0,0.0,-12.2,928.7,45.8,0.0,50.0
2019-01-01 07:00:00,0.0,0.0,0.0,-12.7,928.7,47.4,0.0,50.0
2019-01-01 07:15:00,0.0,0.0,0.0,-12.7,928.8,47.1,0.0,50.0
2019-01-01 07:30:00,0.0,0.0,0.0,-12.6,929.0,46.9,0.0,50.0
2019-01-01 07:45:00,0.0,1.0,0.0,-13.0,929.0,48.1,0.0,50.0
2019-01-01 08:00:00,0.0,0.0,0.0,-12.7,928.9,48.3,0.0,50.0
2019-01-01 08:15:00,0.0,0.0,0.0,-12.7,929.0,46.9,0.0,50.0
2019-01-01 08:30:00,0.0,0.0,0.0,-12.5,929.1,47.1,0.0,50.0
2019-01-01 08:45:00,0.0,0.0,0.0,-12.5,929.2,46.9,0.0,50.0
2019-01-01 09:00:00,2.0,0.0,1.0,-12.7,929.3,47.1,0.0,50.0
2019-01-01 09:15:00,14.0,1.0,7.0,-12.5,929.3,46.8,0.238533,50.0
2019-01-01 09:30:00,63.0,12.0,20.0,-12.7,929.6,46.9,0.856733,50.0
2019-01-01 09:45:00,92.0,11.0,34.0,-13.3,929.5,48.2,2.3806,50.0
2019-01-01 10:00:00,237.0,36.0,64.0,-12.9,929.6,48.4,4.8044,50.0
2019-01-01 10:15:00,279.0,35.0,91.0,-12.9,929.5,47.4,8.131133,50.0
2019-01-01 10:30:00,444.0,54.0,137.0,-12.5,929.1,47.0,15.160066,50.0
2019-01-01 10:45:00,435.0,49.0,135.0,-12.0,928.9,45.5,16.656599,50.0
2019-01-01 11:00:00,415.0,29.0,153.0,-11.6,928.7,44.8,19.275133,50.0
2019-01-01 11:15:00,486.0,32.0,187.0,-10.6,928.3,42.8,21.893333,50.0
2019-01-01 11:30:00,598.0,37.0,237.0,-10.0,928.0,41.0,25.868465,50.0
2019-01-01 11:45:00,661.0,37.0,270.0,-8.6,927.8,37.4,28.310266,50.0
2019-01-01 12:00:00,735.0,36.0,318.0,-8.4,927.5,35.7,30.6696,50.0
2019-01-01 12:15:00,743.0,35.0,322.0,-7.6,927.2,33.8,31.126131,50.0
2019-01-01 12:30:00,786.0,32.0,355.0,-7.8,926.7,34.1,33.829067,50.0
2019-01-01 12:45:00,793.0,27.0,366.0,-7.7,926.4,34.0,34.637398,50.0
2019-01-01 13:00:00,776.0,22.0,364.0,-7.3,926.3,33.8,34.797398,50.0
2019-01-01 13:15:00,823.0,20.0,394.0,-7.1,926.1,32.5,36.7744,50.0
2019-01-01 13:30:00,827.0,20.0,411.0,-7.1,925.9,31.8,35.821,50.0
2019-01-01 13:45:00,818.0,18.0,428.0,-6.7,925.5,30.9,34.6736,50.0
2019-01-01 14:00:00,746.0,17.0,363.0,-6.8,925.4,31.7,33.533733,50.0
2019-01-01 14:15:00,714.0,15.0,342.0,-6.8,925.2,30.4,31.996399,50.0
2019-01-01 14:30:00,701.0,14.0,329.0,-6.4,924.9,29.1,30.972265,50.0
2019-01-01 14:45:00,753.0,14.0,343.0,-5.0,924.6,26.7,32.9824,50.0
2019-01-01 15:00:00,680.0,15.0,304.0,-5.2,924.3,25.6,30.032665,50.0
2019-01-01 15:15:00,519.0,13.0,222.0,-5.5,924.2,26.6,27.335732,50.0
2019-01-01 15:30:00,678.0,13.0,285.0,-5.7,924.1,27.0,31.534266,50.0
2019-01-01 15:45:00,475.0,10.0,193.0,-4.9,923.9,26.6,23.202599,50.0
2019-01-01 16:00:00,547.0,12.0,193.0,-5.4,924.0,26.7,24.124199,50.0
2019-01-01 16:15:00,445.0,12.0,143.0,-5.3,923.9,26.4,19.043598,50.0
2019-01-01 16:30:00,458.0,12.0,148.0,-5.5,924.0,26.7,20.123266,50.0
2019-01-01 16:45:00,313.0,10.0,110.0,-5.5,924.0,26.5,11.199933,50.0
2019-01-01 17:00:00,152.0,6.0,77.0,-5.9,923.9,26.9,5.636933,50.0
2019-01-01 17:15:00,92.0,3.0,58.0,-6.4,924.2,28.0,3.340133,50.0
2019-01-01 17:30:00,46.0,1.0,41.0,-6.8,924.6,29.1,1.587333,50.0
2019-01-01 17:45:00,19.0,1.0,17.0,-7.0,924.9,29.5,0.363067,50.0
2019-01-01 18:00:00,10.0,1.0,8.0,-7.3,925.1,30.0,0.029667,50.0
2019-01-01 18:15:00,2.0,1.0,2.0,-7.6,925.1,31.9,0.0,50.0
2019-01-01 18:30:00,0.0,0.0,0.0,-7.9,925.1,33.7,0.0,50.0
2019-01-01 18:45:00,0.0,0.0,0.0,-7.9,925.2,34.1,0.0,50.0
2019-01-01 19:00:00,0.0,1.0,0.0,-7.9,925.3,33.7,0.0,50.0
2019-01-01 19:15:00,0.0,0.0,0.0,-8.4,925.2,34.0,0.0,50.0
2019-01-01 19:30:00,0.0,0.0,0.0,-8.1,925.3,34.0,0.0,50.0
2019-01-01 19:45:00,0.0,0.0,0.0,-8.2,925.3,34.3,0.0,50.0
2019-01-01 20:00:00,0.0,0.0,0.0,-8.3,925.4,34.6,0.0,50.0
2019-01-01 20:15:00,0.0,0.0,0.0,-8.2,925.4,34.4,0.0,50.0
2019-01-01 20:30:00,0.0,0.0,0.0,-8.6,925.3,35.2,0.0,50.0
2019-01-01 20:45:00,0.0,0.0,0.0,-8.4,925.2,34.0,0.0,50.0
2019-01-01 21:00:00,0.0,0.0,0.0,-8.3,925.2,33.7,0.0,50.0
2019-01-01 21:15:00,0.0,0.0,0.0,-8.0,925.2,33.7,0.0,50.0
2019-01-01 21:30:00,0.0,0.0,0.0,-7.8,925.0,33.1,0.0,50.0
2019-01-01 21:45:00,0.0,0.0,0.0,-8.1,924.9,34.3,0.0,50.0
2019-01-01 22:00:00,0.0,0.0,0.0,-8.1,924.7,34.3,0.0,50.0
2019-01-01 22:15:00,0.0,1.0,0.0,-8.5,924.6,35.1,0.0,50.0
2019-01-01 22:30:00,0.0,1.0,0.0,-8.9,924.4,36.1,0.0,50.0
2019-01-01 22:45:00,0.0,0.0,0.0,-8.8,924.3,37.7,0.0,50.0
2019-01-01 23:00:00,0.0,0.0,0.0,-8.2,924.3,37.7,0.0,50.0
2019-01-01 23:15:00,0.0,0.0,0.0,-8.3,924.3,36.6,0.0,50.0
2019-01-01 23:30:00,0.0,3.0,0.0,-10.7,924.2,39.3,0.0,50.0
2019-01-01 23:45:00,0.0,0.0,0.0,-9.5,924.1,38.9,0.0,50.0
2019-01-02 00:00:00,0.0,1.0,0.0,-9.9,924.1,38.7,0.0,50.0
2019-01-02 00:15:00,0.0,1.0,0.0,-10.9,924.2,39.7,0.0,50.0
2019-01-02 00:30:00,0.0,1.0,0.0,-11.2,924.3,39.8,0.0,50.0
2019-01-02 00:45:00,0.0,1.0,0.0,-11.2,924.3,40.6,0.0,50.0
2019-01-02 01:00:00,0.0,0.0,0.0,-11.5,924.3,43.0,0.0,50.0
2019-01-02 01:15:00,0.0,1.0,0.0,-11.5,924.3,42.5,0.0,50.0
2019-01-02 01:30:00,0.0,0.0,0.0,-11.6,924.3,42.8,0.0,50.0
2019-01-02 01:45:00,0.0,0.0,0.0,-11.5,924.3,41.9,0.0,50.0
2019-01-02 02:00:00,0.0,0.0,0.0,-11.9,924.3,42.1,0.0,50.0
2019-01-02 02:15:00,0.0,0.0,0.0,-11.9,924.3,42.1,0.0,50.0
2019-01-02 02:30:00,0.0,0.0,0.0,-12.1,924.2,42.0,0.0,50.0
2019-01-02 02:45:00,0.0,1.0,0.0,-12.5,924.2,42.9,0.0,50.0
2019-01-02 03:00:00,0.0,1.0,0.0,-12.9,924.1,45.4,0.0,50.0
2019-01-02 03:15:00,0.0,0.0,0.0,-13.1,924.1,45.4,0.0,50.0
2019-01-02 03:30:00,0.0,1.0,0.0,-13.1,924.2,46.6,0.0,50.0
2019-01-02 03:45:00,0.0,1.0,0.0,-13.7,924.1,47.5,0.0,50.0
2019-01-02 04:00:00,0.0,1.0,0.0,-13.6,924.3,47.1,0.0,50.0
2019-01-02 04:15:00,0.0,0.0,0.0,-13.3,924.3,47.8,0.0,50.0
2019-01-02 04:30:00,0.0,0.0,0.0,-13.5,924.1,48.2,0.0,50.0
2019-01-02 04:45:00,0.0,1.0,0.0,-13.5,924.1,47.9,0.0,50.0
2019-01-02 05:00:00,0.0,1.0,0.0,-14.0,924.0,48.8,0.0,50.0
2019-01-02 05:15:00,0.0,0.0,0.0,-13.9,924.2,48.9,0.0,50.0
2019-01-02 05:30:00,0.0,1.0,0.0,-14.0,924.2,49.6,0.0,50.0
2019-01-02 05:45:00,0.0,0.0,0.0,-14.4,924.1,49.7,0.0,50.0
2019-01-02 06:00:00,0.0,1.0,0.0,-14.6,924.2,49.9,0.0,50.0
2019-01-02 06:15:00,0.0,1.0,0.0,-14.9,924.0,51.6,0.0,50.0
2019-01-02 06:30:00,0.0,0.0,0.0,-14.5,924.0,51.1,0.0,50.0
2019-01-02 06:45:00,0.0,1.0,0.0,-14.6,924.0,50.4,0.0,50.0
2019-01-02 07:00:00,0.0,1.0,0.0,-14.4,923.9,50.1,0.0,50.0
2019-01-02 07:15:00,0.0,0.0,0.0,-14.6,923.7,50.7,0.0,50.0
2019-01-02 07:30:00,0.0,0.0,0.0,-14.1,923.7,50.6,0.0,50.0
2019-01-02 07:45:00,0.0,1.0,0.0,-14.2,923.8,49.0,0.0,50.0
2019-01-02 08:00:00,0.0,0.0,0.0,-13.9,923.9,49.0,0.0,50.0
2019-01-02 08:15:00,0.0,1.0,0.0,-14.2,924.1,48.8,0.0,50.0
2019-01-02 08:30:00,0.0,0.0,0.0,-14.5,924.1,50.3,0.0,50.0
2019-01-02 08:45:00,0.0,1.0,0.0,-14.4,924.7,50.5,0.0,50.0
2019-01-02 09:00:00,1.0,2.0,0.0,-16.0,924.7,51.3,0.0,50.0
2019-01-02 09:15:00,10.0,0.0,6.0,-16.1,925.0,54.4,0.156,50.0
2019-01-02 09:30:00,48.0,8.0,18.0,-16.0,925.4,54.0,1.041667,50.0
2019-01-02 09:45:00,111.0,11.0,31.0,-14.7,925.3,52.5,2.5178,50.0
2019-01-02 10:00:00,219.0,36.0,55.0,-14.8,925.2,51.3,4.534533,50.0
2019-01-02 10:15:00,314.0,48.0,79.0,-14.8,925.1,50.1,7.7816,50.0
2019-01-02 10:30:00,406.0,57.0,107.0,-14.1,924.8,49.8,13.994533,50.0
2019-01-02 10:45:00,484.0,47.0,135.0,-13.2,924.5,47.5,19.143599,50.0
2019-01-02 11:00:00,553.0,49.0,167.0,-11.8,924.1,43.2,22.658798,50.0
2019-01-02 11:15:00,608.0,48.0,198.0,-11.0,923.8,40.0,25.574066,50.0
2019-01-02 11:30:00,652.0,47.0,229.0,-10.4,923.6,35.2,28.090933,50.0
2019-01-02 11:45:00,695.0,48.0,260.0,-11.6,923.3,37.7,30.288265,50.0
2019-01-02 12:00:00,731.0,43.0,287.0,-10.8,923.4,36.9,32.2712,50.0
2019-01-02 12:15:00,766.0,40.0,313.0,-10.7,923.5,36.3,33.947933,50.0
2019-01-02 12:30:00,801.0,37.0,339.0,-11.0,923.4,37.0,35.399734,50.0
2019-01-02 12:45:00,824.0,31.0,357.0,-10.7,923.4,36.6,36.497463,50.0
2019-01-02 13:00:00,846.0,28.0,373.0,-10.5,923.5,36.7,37.399933,50.0
2019-01-02 13:15:00,867.0,25.0,389.0,-10.4,923.4,36.2,38.10493,50.0
2019-01-02 13:30:00,876.0,22.0,407.0,-9.9,923.0,35.5,38.330463,50.0
2019-01-02 13:45:00,870.0,18.0,444.0,-8.7,922.8,33.5,38.359665,50.0
2019-01-02 14:00:00,871.0,19.0,414.0,-9.4,922.5,34.0,38.1982,50.0
2019-01-02 14:15:00,852.0,18.0,381.0,-9.0,922.3,33.1,37.719997,50.0
2019-01-02 14:30:00,839.0,18.0,369.0,-8.6,922.2,32.0,36.7,50.0
2019-01-02 14:45:00,811.0,16.0,349.0,-8.2,922.2,31.1,35.59473,50.0
2019-01-02 15:00:00,739.0,15.0,307.0,-8.0,922.0,30.5,34.244267,50.0
2019-01-02 15:15:00,733.0,15.0,296.0,-8.0,922.0,30.4,33.633533,50.0
2019-01-02 15:30:00,700.0,14.0,268.0,-7.1,922.0,29.9,31.971066,50.0
2019-01-02 15:45:00,656.0,13.0,237.0,-6.8,922.1,29.1,29.889866,50.0
2019-01-02 16:00:00,619.0,14.0,206.0,-7.1,922.2,29.7,27.202799,50.0
2019-01-02 16:15:00,539.0,13.0,167.0,-7.3,922.5,29.5,23.464132,50.0
2019-01-02 16:30:00,464.0,12.0,130.0,-7.5,923.0,30.5,18.085798,50.0
2019-01-02 16:45:00,380.0,11.0,98.0,-7.6,923.2,31.3,14.280799,50.0
2019-01-02 17:00:00,343.0,9.0,84.0,-7.7,923.5,31.3,10.188,50.0
2019-01-02 17:15:00,250.0,8.0,61.0,-7.9,923.5,31.9,5.610067,50.0
2019-01-02 17:30:00,195.0,7.0,42.0,-8.2,923.7,31.7,3.555133,50.0
2019-01-02 17:45:00,88.0,5.0,26.0,-8.1,923.8,32.7,1.629,50.0
2019-01-02 18:00:00,20.0,2.0,10.0,-8.5,923.8,32.6,0.2466,50.0
2019-01-02 18:15:00,4.0,1.0,2.0,-8.9,924.0,33.4,0.0,50.0
2019-01-02 18:30:00,0.0,1.0,0.0,-9.5,924.1,34.6,0.0,50.0
2019-01-02 18:45:00,0.0,0.0,0.0,-9.7,924.4,35.0,0.0,50.0
2019-01-02 19:00:00,0.0,0.0,0.0,-9.7,924.6,34.5,0.0,50.0
2019-01-02 19:15:00,0.0,1.0,0.0,-9.8,924.8,34.2,0.0,50.0
2019-01-02 19:30:00,0.0,0.0,0.0,-10.2,924.8,35.0,0.0,50.0
2019-01-02 19:45:00,0.0,0.0,0.0,-10.2,925.0,35.3,0.0,50.0
2019-01-02 20:00:00,0.0,1.0,0.0,-10.3,925.2,35.8,0.0,50.0
2019-01-02 20:15:00,0.0,0.0,0.0,-10.2,925.4,35.4,0.0,50.0
2019-01-02 20:30:00,0.0,1.0,0.0,-10.4,925.7,35.3,0.0,50.0
2019-01-02 20:45:00,0.0,0.0,0.0,-10.3,925.7,35.8,0.0,50.0
2019-01-02 21:00:00,0.0,1.0,0.0,-10.8,925.9,36.8,0.0,50.0
2019-01-02 21:15:00,0.0,1.0,0.0,-11.2,926.2,37.5,0.0,50.0
2019-01-02 21:30:00,0.0,1.0,0.0,-11.4,926.1,37.7,0.0,50.0
2019-01-02 21:45:00,0.0,0.0,0.0,-11.2,926.3,38.3,0.0,50.0
2019-01-02 22:00:00,0.0,1.0,0.0,-11.1,926.5,38.0,0.0,50.0
2019-01-02 22:15:00,0.0,0.0,0.0,-11.2,926.5,38.6,0.0,50.0
2019-01-02 22:30:00,0.0,0.0,0.0,-11.0,926.5,38.2,0.0,50.0
2019-01-02 22:45:00,0.0,1.0,0.0,-11.7,926.4,38.5,0.0,50.0
2019-01-02 23:00:00,0.0,0.0,0.0,-11.9,926.2,39.5,0.0,50.0
2019-01-02 23:15:00,0.0,0.0,0.0,-11.5,926.1,39.8,0.0,50.0
2019-01-02 23:30:00,0.0,0.0,0.0,-11.7,926.2,39.9,0.0,50.0
2019-01-02 23:45:00,0.0,0.0,0.0,-11.6,926.0,39.1,0.0,50.0
2019-01-03 00:00:00,0.0,0.0,0.0,-11.5,926.1,40.0,0.0,50.0
2019-01-03 00:15:00,0.0,1.0,0.0,-12.0,926.1,40.5,0.0,50.0
2019-01-03 00:30:00,0.0,0.0,0.0,-11.9,926.1,41.3,0.0,50.0
2019-01-03 00:45:00,0.0,0.0,0.0,-11.6,926.2,40.7,0.0,50.0
2019-01-03 01:00:00,0.0,1.0,0.0,-11.7,926.0,40.5,0.0,50.0
2019-01-03 01:15:00,0.0,1.0,0.0,-12.5,926.0,40.7,0.0,50.0
2019-01-03 01:30:00,0.0,0.0,0.0,-12.6,926.0,41.9,0.0,50.0
2019-01-03 01:45:00,0.0,0.0,0.0,-12.3,926.0,41.5,0.0,50.0
2019-01-03 02:00:00,0.0,3.0,0.0,-14.0,926.1,42.4,0.0,50.0
2019-01-03 02:15:00,0.0,0.0,0.0,-14.5,926.3,45.8,0.0,50.0
2019-01-03 02:30:00,0.0,2.0,0.0,-14.6,926.2,45.6,0.0,50.0
2019-01-03 02:45:00,0.0,1.0,0.0,-14.7,926.4,46.7,0.0,50.0
2019-01-03 03:00:00,0.0,0.0,0.0,-14.9,926.5,47.3,0.0,50.0
2019-01-03 03:15:00,0.0,1.0,0.0,-14.6,926.6,48.1,0.0,50.0
2019-01-03 03:30:00,0.0,0.0,0.0,-14.4,926.7,47.6,0.0,50.0
2019-01-03 03:45:00,0.0,1.0,0.0,-14.7,926.7,46.8,0.0,50.0
2019-01-03 04:00:00,0.0,1.0,0.0,-15.1,926.9,47.9,0.0,50.0
2019-01-03 04:15:00,0.0,1.0,0.0,-15.5,926.9,49.2,0.0,50.0
2019-01-03 04:30:00,0.0,0.0,0.0,-15.6,927.1,49.5,0.0,50.0
2019-01-03 04:45:00,0.0,0.0,0.0,-15.8,927.0,51.1,0.0,50.0
2019-01-03 05:00:00,0.0,0.0,0.0,-15.8,927.0,50.8,0.0,50.0
2019-01-03 05:15:00,0.0,1.0,0.0,-16.1,927.0,51.5,0.0,50.0
2019-01-03 05:30:00,0.0,0.0,0.0,-16.0,926.9,51.6,0.0,50.0
2019-01-03 05:45:00,0.0,0.0,0.0,-15.6,927.0,51.9,0.0,50.0
2019-01-03 06:00:00,0.0,0.0,0.0,-15.8,927.1,51.1,0.0,50.0
2019-01-03 06:15:00,0.0,0.0,0.0,-15.5,927.0,52.1,0.0,50.0
2019-01-03 06:30:00,0.0,0.0,0.0,-15.3,927.0,52.3,0.0,50.0
2019-01-03 06:45:00,0.0,1.0,0.0,-15.5,927.1,51.2,0.0,50.0
2019-01-03 07:00:00,0.0,0.0,0.0,-15.8,927.2,52.2,0.0,50.0
2019-01-03 07:15:00,0.0,0.0,0.0,-15.5,927.4,52.3,0.0,50.0
2019-01-03 07:30:00,0.0,1.0,0.0,-15.8,927.5,51.4,0.0,50.0
2019-01-03 07:45:00,0.0,1.0,0.0,-16.3,927.6,52.8,0.0,50.0
2019-01-03 08:00:00,0.0,0.0,0.0,-16.2,927.7,53.4,0.0,50.0
2019-01-03 08:15:00,0.0,0.0,0.0,-15.5,928.1,52.5,0.0,50.0
2019-01-03 08:30:00,0.0,0.0,0.0,-15.4,928.3,51.9,0.0,50.0
2019-01-03 08:45:00,0.0,1.0,0.0,-15.6,928.4,51.8,0.0,50.0
2019-01-03 09:00:00,1.0,0.0,0.0,-15.9,928.7,52.7,0.0,50.0
2019-01-03 09:15:00,12.0,2.0,6.0,-16.0,929.0,52.7,0.1792,50.0
2019-01-03 09:30:00,61.0,14.0,18.0,-16.2,929.3,54.1,1.042933,50.0
2019-01-03 09:45:00,99.0,7.0,28.0,-16.1,929.5,53.8,2.6336,50.0
2019-01-03 10:00:00,242.0,46.0,55.0,-15.9,929.7,53.0,4.8484,50.0
2019-01-03 10:15:00,340.0,58.0,80.0,-15.3,929.8,52.0,8.2496,50.0
2019-01-03 10:30:00,427.0,66.0,109.0,-15.0,929.7,50.4,14.662666,50.0
2019-01-03 10:45:00,499.0,52.0,138.0,-14.2,929.4,48.6,19.488998,50.0
2019-01-03 11:00:00,558.0,54.0,167.0,-13.6,929.5,46.9,22.910799,50.0
2019-01-03 11:15:00,579.0,50.0,188.0,-12.7,929.3,46.1,25.524265,50.0
2019-01-03 11:30:00,635.0,52.0,220.0,-11.6,929.0,42.6,27.764465,50.0
2019-01-03 11:45:00,664.0,50.0,246.0,-10.8,928.9,40.3,28.617065,50.0
2019-01-03 12:00:00,726.0,47.0,281.0,-9.9,928.7,37.9,32.19787,50.0
2019-01-03 12:15:00,767.0,43.0,311.0,-9.3,928.7,38.2,33.4856,50.0
2019-01-03 12:30:00,806.0,38.0,337.0,-8.8,928.3,37.4,35.175,50.0
2019-01-03 12:45:00,826.0,35.0,355.0,-8.3,928.3,36.4,36.303467,50.0
2019-01-03 13:00:00,839.0,29.0,368.0,-7.8,928.0,35.8,36.7828,50.0
2019-01-03 13:15:00,859.0,26.0,382.0,-7.3,927.8,34.7,37.266197,50.0
2019-01-03 13:30:00,844.0,21.0,389.0,-6.6,927.5,34.0,37.2822,50.0
2019-01-03 13:45:00,836.0,22.0,418.0,-5.8,927.4,31.1,36.899864,50.0
2019-01-03 14:00:00,849.0,19.0,408.0,-5.8,927.2,32.5,37.861732,50.0
2019-01-03 14:15:00,842.0,17.0,373.0,-6.5,927.0,34.4,37.746864,50.0
2019-01-03 14:30:00,804.0,19.0,350.0,-7.0,927.0,35.9,36.4944,50.0
2019-01-03 14:45:00,795.0,16.0,339.0,-6.9,926.8,35.6,36.193466,50.0
2019-01-03 15:00:00,745.0,16.0,309.0,-6.6,926.9,34.7,35.1172,50.0
2019-01-03 15:15:00,723.0,14.0,289.0,-6.7,926.8,35.4,33.589664,50.0
2019-01-03 15:30:00,675.0,13.0,256.0,-6.5,926.8,35.5,31.492199,50.0
2019-01-03 15:45:00,624.0,14.0,223.0,-6.3,926.8,34.0,28.560534,50.0
2019-01-03 16:00:00,580.0,13.0,192.0,-6.0,926.7,33.1,25.589066,50.0
2019-01-03 16:15:00,537.0,13.0,164.0,-6.0,926.9,33.4,23.1374,50.0
2019-01-03 16:30:00,479.0,12.0,135.0,-6.1,927.0,33.0,19.966534,50.0
2019-01-03 16:45:00,426.0,11.0,111.0,-6.3,927.1,33.0,15.976599,50.0
2019-01-03 17:00:00,363.0,10.0,89.0,-6.2,927.2,32.1,11.057667,50.0
2019-01-03 17:15:00,278.0,9.0,67.0,-6.4,927.5,32.7,6.1818,50.0
2019-01-03 17:30:00,166.0,7.0,41.0,-6.8,927.5,33.9,3.1438,50.0
2019-01-03 17:45:00,75.0,5.0,23.0,-7.0,927.6,34.6,1.4776,50.0
2019-01-03 18:00:00,26.0,2.0,11.0,-7.6,928.0,35.4,0.3896,50.0
2019-01-03 18:15:00,6.0,1.0,3.0,-7.8,928.3,35.6,0.0,50.0
2019-01-03 18:30:00,0.0,1.0,0.0,-8.5,928.5,36.5,0.0,50.0
2019-01-03 18:45:00,0.0,1.0,0.0,-8.9,929.0,38.5,0.0,50.0
2019-01-03 19:00:00,0.0,0.0,0.0,-9.0,929.2,39.7,0.0,50.0
2019-01-03 19:15:00,0.0,0.0,0.0,-9.2,929.4,39.8,0.0,50.0
2019-01-03 19:30:00,0.0,0.0,0.0,-9.2,929.5,40.1,0.0,50.0
2019-01-03 19:45:00,0.0,1.0,0.0,-9.1,929.6,40.1,0.0,50.0
2019-01-03 20:00:00,0.0,0.0,0.0,-9.1,929.8,40.6,0.0,50.0
2019-01-03 20:15:00,0.0,0.0,0.0,-9.0,929.7,40.8,0.0,50.0
2019-01-03 20:30:00,0.0,0.0,0.0,-8.9,929.8,40.7,0.0,50.0
2019-01-03 20:45:00,0.0,0.0,0.0,-9.1,929.8,40.8,0.0,50.0
2019-01-03 21:00:00,0.0,0.0,0.0,-9.3,929.7,41.4,0.0,50.0
2019-01-03 21:15:00,0.0,1.0,0.0,-9.7,929.7,41.8,0.0,50.0
2019-01-03 21:30:00,0.0,0.0,0.0,-9.4,929.8,42.9,0.0,50.0
2019-01-03 21:45:00,0.0,0.0,0.0,-9.7,929.8,43.3,0.0,50.0
2019-01-03 22:00:00,0.0,1.0,0.0,-10.2,929.9,42.8,0.0,50.0
2019-01-03 22:15:00,0.0,0.0,0.0,-10.4,929.7,44.4,0.0,50.0
2019-01-03 22:30:00,0.0,0.0,0.0,-10.7,929.7,44.7,0.0,50.0
2019-01-03 22:45:00,0.0,0.0,0.0,-9.3,929.7,42.3,0.0,50.0
2019-01-03 23:00:00,0.0,0.0,0.0,-9.3,929.5,42.2,0.0,50.0
2019-01-03 23:15:00,0.0,0.0,0.0,-9.0,929.3,41.4,0.0,50.0
2019-01-03 23:30:00,0.0,0.0,0.0,-9.5,929.0,42.3,0.0,50.0
2019-01-03 23:45:00,0.0,0.0,0.0,-9.4,928.9,42.5,0.0,50.0
2019-01-04 00:00:00,0.0,2.0,0.0,-10.7,928.7,43.0,0.0,50.0
2019-01-04 00:15:00,0.0,1.0,0.0,-11.3,928.7,46.6,0.0,50.0
2019-01-04 00:30:00,0.0,0.0,0.0,-10.9,928.7,46.2,0.0,50.0
2019-01-04 00:45:00,0.0,2.0,0.0,-12.1,928.7,46.9,0.0,50.0
2019-01-04 01:00:00,0.0,0.0,0.0,-11.5,928.6,48.0,0.0,50.0
2019-01-04 01:15:00,0.0,1.0,0.0,-12.0,928.7,48.7,0.0,50.0
2019-01-04 01:30:00,0.0,0.0,0.0,-12.3,928.5,49.1,0.0,50.0
2019-01-04 01:45:00,0.0,1.0,0.0,-12.7,928.5,49.3,0.0,50.0
2019-01-04 02:00:00,0.0,0.0,0.0,-12.2,928.5,49.4,0.0,50.0
2019-01-04 02:15:00,0.0,1.0,0.0,-12.0,928.4,49.6,0.0,50.0
2019-01-04 02:30:00,0.0,1.0,0.0,-12.4,928.4,50.7,0.0,50.0
2019-01-04 02:45:00,0.0,0.0,0.0,-12.1,928.3,51.3,0.0,50.0
